what is the most sold music album?
0," This is a list of the world's best-selling albums of recorded music in physical mediums, such as vinyl, audio cassettes or compact discs."
0,"To appear on the list, the figure must have been published by a reliable source and the album must have sold at least 20 million copies and certified at least 10 million units (the equivalent of a diamond certification by the RIAA).[a]"
0,"This list can contain any types of album, including studio albums, extended plays, greatest hits, compilations, various artists, soundtracks and remixes."
0,The figures given do not take into account the resale of used albums.
0,Certified copies are sourced either from available online databases of local music industry associations or a country with an established certifying authority (see List of music recording certifications). 
0,"As a result of the methodology that the American and Canadian certification-awarding bodies (the RIAA and Music Canada respectively) use, each disc in a multi-disc set is counted as one unit toward certification, leading to many double albums on the list—such as Pink Floyd's The Wall and the Beatles' The Beatles (White Album) —being certified with a number double the number of copies sold there."
0,Such albums have the certifications for the number of copies (not discs) shipped indicated.
0,"Conversely, the American certification level for double albums that fit onto one compact disc, such as the Saturday Night Fever soundtrack reflect the actual number of copies sold."
0,"In 2016, RIAA included streaming in addition to track sales and album sales based on the concept of album-equivalent unit for certification purposes, and certification therefore no longer reflects shipment alone."
0,"For example, in the update of the certification for Their Greatest Hits (1971–1975) by the Eagles in August 2018, the album was certified 38× Platinum (increasing from the previous 29× Platinum certification in 2006) based on the new criteria, making it then the album with the highest certification in the United States. "
2,"Michael Jackson's Thriller, estimated to have sold over 70 million copies worldwide, is the best-selling album ever."
0,"Jackson also currently has the highest number of albums on the list with five, Celine Dion has four, while the Beatles, Pink Floyd, Madonna and Whitney Houston each have three. "
0,"Groupings are based on different sales benchmarks, the highest being for claims of at least 40 million copies, and the lowest being for claims of 20–29 million copies."
0,Albums are listed in order of number of copies sold.
0,"If two or more artists have the same claimed sales, they are then ranked by certified units and thereafter by the artist's last name."
0,"Markets' order within the table is based on the number of compact discs sold in each market, largest market at the top and smallest at the bottom. "
0,*All sales figures are shown in millions *All sales figures are shown in millions *All sales figures are shown in millions WWIt is unclear whether this sales figure refers to worldwide sales or US sales. 
0,"SM-TThe exact year in which Tapestry regained the title of 'best-selling album of all time', if it ever regained it at all, is unclear."
0,"The album's 1976 sales claim is therefore only listed to be inclusive, as it is plausible that Tapestry had overtaken The Sound of Music in sales during this time period. "
0,The charts of the best-selling albums by year in the world are compiled by the International Federation of the Phonographic Industry annually since 2001.  
