When was the invention of the printing press?
0," A printing press is a mechanical device for applying pressure to an inked surface resting upon a print medium (such as paper or cloth), thereby transferring the ink."
0,"It marked a dramatic improvement on earlier printing methods in which the cloth, paper, or other medium was brushed or rubbed repeatedly to achieve the transfer of ink and accelerated the process."
0,"Typically used for texts, the invention and global spread of the printing press was one of the most influential events in the second millennium. "
2,"In Germany, around 1440, the goldsmith Johannes Gutenberg invented the movable-type printing press, which started the Printing Revolution."
0,"Modelled on the design of existing screw presses, a single Renaissance movable-type printing press could produce up to 3,600 pages per workday, compared to forty by hand-printing and a few by hand-copying."
0,Gutenberg's newly devised hand mould made possible the precise and rapid creation of metal movable type in large quantities.
0,"His two inventions, the hand mould and the movable-type printing press, together drastically reduced the cost of printing books and other documents in Europe, particularly for shorter print runs. "
1,"A finding in 2015 brought evidence of quires as claimed by extensive research, printed  in 1444–1446 possibly assigned to Procopius Waldvogel. "
0,"From Mainz, the movable-type printing press spread within several decades to over two hundred cities in a dozen European countries."
0,"By 1500, printing presses in operation throughout Western Europe had already produced more than twenty million volumes."
0,"In the 16th century, with presses spreading further afield, their output rose tenfold to an estimated 150 to 200 million copies."
0,"By the mid-17th century, the first printing presses arrived in colonial America in response to the increasing demand for Bibles and other religious literature."
0,"The operation of a press became synonymous with the enterprise of printing and lent its name to a new medium of expression and communication, 'the press'. "
0,"The arrival of mechanical movable type printing in Europe in the Renaissance introduced the era of mass communication, which permanently altered the structure of society."
0,"The relatively unrestricted circulation of information and (revolutionary) ideas transcended borders, captured the masses in the Reformation, and threatened the power of political and religious authorities."
0,The sharp increase in literacy broke the monopoly of the literate elite on education and learning and bolstered the emerging middle class.
0,"Across Europe, the increasing cultural self-awareness of its peoples led to the rise of proto-nationalism and accelerated the development of European vernaculars, to the detriment of Latin's status as lingua franca."
0,"In the 19th century, the replacement of the hand-operated Gutenberg-style press by steam-powered rotary presses allowed printing on an industrial scale. "
0,"The rapid economic and socio-cultural development of late medieval society in Europe created favorable intellectual and technological conditions for Gutenberg's improved version of the printing press: the entrepreneurial spirit of emerging capitalism increasingly made its impact on medieval modes of production, fostering economic thinking and improving the efficiency of traditional work processes."
0,The sharp rise of medieval learning and literacy amongst the middle class led to an increased demand for books which the time-consuming hand-copying method fell far short of accommodating. 
