Who is Tom Riddle?
2,"Voldemort, an anagrammatic sobriquet for Tom Marvolo Riddle, is the archenemy of Harry Potter, who according to a prophecy has 'the power to vanquish the Dark Lord'."
0,"Lord Voldemort ( VOHL-də-mor,  -\u2060mort in the films)[a] is a character and the main antagonist in J. K. Rowling's series of Harry Potter novels."
0,"The character first appeared in Harry Potter and the Philosopher's Stone, which was published in 1997, and returned either in person or in flashbacks in each book and its film adaptation in the series except the third, Harry Potter and the Prisoner of Azkaban, in which he is only mentioned. "
0,"He attempts to murder the boy, but instead kills his parents, Lily and James Potter, and leaves Harry with a scar on his forehead in the shape of a lightning bolt."
0,"Nearly every witch or wizard dares not utter his name and refers to him instead with such monikers as 'You-Know-Who', 'He-Who-Must-Not-Be-Named', or 'The Dark Lord'."
0,"Voldemort's obsession with blood purity signifies his aim to rid the wizarding world of Muggle (non-magical) heritage and to conquer both worlds, Muggle and wizarding, to achieve pure-blood dominance."
0,"Through his mother's family, he is the last descendant of the wizard Salazar Slytherin, one of the four founders of Hogwarts School of Witchcraft and Wizardry."
0,"He is the leader of the Death Eaters, a group of evil wizards and witches dedicated to ridding the Wizarding World of Muggles and establishing Voldemort as its supreme ruler. "
0,"In a 1999 interview, Rowling said Voldemort was invented as a nemesis for Harry Potter, and she intentionally did not flesh out Voldemort's backstory at first."
0,"The basic idea [was that Harry] didn\'t know he was a wizard ...'
0,"And so then I kind of worked backwards from that position to find out how that could be, that he wouldn't know what he was."
0,"When he was one year old, the most evil wizard for hundreds and hundreds of years attempted to kill him."
0,"He killed Harry's parents, and then he tried to kill Harry—he tried to curse him. ..."
0,"Harry has to find out, before we find out."
0,"And—so—but for some mysterious reason the curse didn't work on Harry."
0,"So he's left with this lightning bolt-shaped scar on his forehead and the curse rebounded upon the evil wizard, who has been in hiding ever since."
0," In the second book, Rowling establishes that Voldemort hates non-pure-blood wizards, despite being a half-blood himself."
0,"In a 2000 interview with the BBC, Rowling described Voldemort as a self-hating bully: 'Well I think it is often the case that the biggest bullies take what they know to be their own defects, as they see it, and they put them right on someone else', 'and then they try and destroy the other and that\'s what Voldemort does.'"
0,"In the same year, Rowling became more precise about Voldemort."
0,"She began to link him to real-life tyrants, describing him as 'a raging psychopath, devoid of the normal human responses to other people's suffering'."
